Title,Rating,Votes,Duration,Storyline,content
Pin/Ya,4.6, (125),1h 1m,Two girls' deep childhood friendship evolves into romance as Pin and Aya explore their desires and discover feelings beyond friendship. They must decide whether to risk what they have for love.,pinya two girl deep childhood friendship evolves romance pin aya explore desire discover feeling beyond friendship must decide whether risk love
Bloody Ishq,3.0, (2.2K),2h 18m,"After a memory-erasing accident, Neha seeks refuge on a secluded Scottish island, unaware her husband conceals a terrifying secret that threatens their new life.",bloody ishq memoryerasing accident neha seek refuge secluded scottish island unaware husband conceals terrifying secret threatens new life
Do Not Enter,5.3, (1.1K),1h 25m,"Two friends, aspiring YouTubers, trespass where they shouldn't. Their adventure takes a terrifying turn as they confront an unimaginable horror.",enter two friend aspiring youtubers trespass adventure take terrifying turn confront unimaginable horror
Committee Kurrollu,8.0, (3.2K),2h 36m,"In a peaceful West Godavari village, the harmony of a close-knit friend group is disrupted when a disagreement leads to an unexpected fallout, impacting their lives and the tranquility of their community.",committee kurrollu peaceful west godavari village harmony closeknit friend group disrupted disagreement lead unexpected fallout impacting life tranquility community
Despatch,4.4, (5.2K),2h 33m,"News going digital, veteran crime journalist Joy fights irrelevance. Seeking major scoop and personal redemption, he pursues a perilous investigation into Mumbai's underbelly, unearthing dark secrets.",despatch news going digital veteran crime journalist joy fight irrelevance seeking major scoop personal redemption pursues perilous investigation mumbai underbelly unearthing dark secret
Teach Her,3.2, (72),1h 7m,"A business student required to study Shakespeare lives out ""Hamlet"" without knowing it.",teach business student required study shakespeare life hamlet without knowing
Mistura,8.0, (728),1h 37m,"A woman's life unravels after her husband's betrayal isolates her from elite society. Embracing disregarded communities, she embarks on a transformative journey, challenging norms through a daring culinary venture that redefines her life.",mistura woman life unravels husband betrayal isolates elite society embracing disregarded community embarks transformative journey challenging norm daring culinary venture redefines life
In the Summers,6.5, (1.3K),1h 35m,"On a journey that spans the formative years of their lives, two sisters navigate their loving but volatile father during their yearly summer visits to his home in Las Cruces, New Mexico.",summer journey span formative year life two sister navigate loving volatile father yearly summer visit home la crux new mexico
Kathleen Is Here,6.9, (81),1h 35m,"Kathleen turns 18, leaves foster care, and returns to her hometown after her mother's death. She inherits a house and gets a job and a friend, but she feels empty and her past haunts her future.",kathleen kathleen turn leaf foster care return hometown mother death inherits house get job friend feel empty past haunt future
CTRL,6.2, (7K),1h 39m,"Nella and Joe are the perfect influencer couple, but when he cheats on her, she turns to an AI app to erase him from her life - until it takes control.",ctrl nella joe perfect influencer couple cheat turn ai app erase life take control
The Demon Disorder,4.7, (1.6K),1h 26m,"Tells the story of Graham, Jake and Phillip Reilly and their deceased father. Their pasts collide when a family secret is discovered, leading their father's garage to become the site of revenge from beyond the grave.",demon disorder tell story graham jake phillip reilly deceased father past collide family secret discovered leading father garage become site revenge beyond grave
Sikandar ka Muqaddar,6.0, (26K),2h 22m,"After an unsolved diamond heist, a hard-nosed cop's pursuit of his key suspect turns into obsession, until they finally face each other and the truth.",sikandar ka muqaddar unsolved diamond heist hardnosed cop pursuit key suspect turn obsession finally face truth
Still Fabulous,4.9, (981),1h 32m,"Stuck in a dead-end career and on a string of terrible dates, the life of 30-something Maddalena is a total mess. Until one day she meets an unlikely guardian angel that comes to her in the form of real-life porn star Valentina Nappi.",still fabulous stuck deadend career string terrible date life maddalena total mess one day meet unlikely guardian angel come form reallife porn star valentina nappi
72 Hours,4.1, (402),1h 27m,"Two brothers, one an FBI agent and the other an international money launderer, put aside their differences and band together to save their family by going after a perilous extraction deep in kingpin territory.",hour two brother one fbi agent international money launderer put aside difference band together save family going perilous extraction deep kingpin territory
Jhamkudi,6.2, (1.2K),2h 31m,"Raniwada, a village in Gujarat, is cursed by an evil witch named JHAMKUDI during Navratri celebrations. Real estate agent Bablo and royal family heir Kumud return to face the witch's wrath and save Raniwada.",jhamkudi raniwada village gujarat cursed evil witch named jhamkudi navratri celebration real estate agent bablo royal family heir kumud return face witch wrath save raniwada
Mama's Boy,5.4, (63),1h 16m,"A controversial affair unfolds when a young man, Glen, manipulates his stepmother, Lorraine and her sister, Leilanie, to fall for him to exact revenge on his father, Mauro. But there is twist and Glen is in for life-shattering shock.",mama boy controversial affair unfolds young man glen manipulates stepmother lorraine sister leilanie fall exact revenge father mauro twist glen lifeshattering shock
Sisid Marino,5.6, (409),1h 40m,"A married couple falls into depression after the death of their child. They turn to sex as a coping mechanism, but poverty takes its toll on them.",sisid marino married couple fall depression death child turn sex coping mechanism poverty take toll
Qalb,6.4, (2.5K),2h 27m,Two young hearts falling in love. The ride takes you through the 7 stages of love.,qalb two young heart falling love ride take stage love
Shayar,8.1, (785),2h 35m,Satta and Seero's enduring love faces obstacles from destiny. Their journey depicts the resilience of true passion as they strive to overcome adversity and be together,shayar satta seeros enduring love face obstacle destiny journey depicts resilience true passion strive overcome adversity together
Dan Da Dan: First Encounter,8.2, (4K),1h 23m,Momo Ayase is a school girl who meets her classmate Ken Takakura (named after the actor). Their unlikely friendship will face them against ghosts and aliens in a series of dark and funny adventures.,dan da dan first encounter momo ayase school girl meet classmate ken takakura named actor unlikely friendship face ghost alien series dark funny adventure
Pilot,6.2, (1.2K),1h 50m,"A story about a pilot who suddenly loses his job, then unexpectedly gets rehired with a new identity.",pilot story pilot suddenly loses job unexpectedly get rehired new identity
11 Rebels,6.2, (1.3K),2h 35m,"Amidst the Boshin War's brutal conflicts, a motley squad of criminals and samurai undertakes a desperate defense of a fortress, their stand triggered by clashing interests of the Shibata clan, the shogunate, and the new government.",rebel amidst boshin war brutal conflict motley squad criminal samurai undertakes desperate defense fortress stand triggered clashing interest shibata clan shogunate new government
