Title,Rating,Votes,Duration,Storyline
1217. When Sex on TV Goes Horribly Wrong,3.0, (8),1h 55m,"Maria McErlane guides through embarrassing TV moments, including a couple's inappropriate dinner table behavior on Married at First Sight and an uncomfortable exchange between a grandma and hairdresser on Come Dine with Me."
1218. Matka,4.7, (916),2h 36m,"Rising through the ranks of the criminal world, a man becomes a key player in a massive nationwide gambling operation."
1219. Love Kills,4.7, (361),1h 40m,Infidelity comes to an abrupt end when the cheating lovers are caught.
1220. The Mehta Boys,7.1, (3.5K),1h 56m,"A father and son embark on an involuntary 48-hour odyssey, navigating clashing perspectives as they confront the intricate nuances of their strained relationship."
1221. The Twisters,2.6, (609),1h 26m,"Dozens of deadly tornadoes converge in the Midwest, merging into a mega twister set to obliterate everything for hundreds of miles."
1222. The Intruder,4.7, (730),1h 41m,"A young, paranoid man begins to believe someone is breaking into his house every night."
1223. A Mistake,5.7, (1.7K),1h 41m,"In the midst of a new scheme to publicly report surgeons' performance, a gifted surgeon's life is thrown into disarray as her colleagues begin to close ranks, and even her partner who is a nurse at the hospital turns her back on her."
1224. Blue Star,6.9, (1.7K),2h 46m,"The cricket captains of Arakkonam, Ranjith and Rajesh, ignite a rivalry that ruins their chances of playing when politics interferes."
1225. Dooba Dooba,6.1, (69),1h 16m,In-home security cameras watch as an awkward sixteen year old girl terrorizes her well meaning babysitter.
1226. Jönssonligan kommer tillbaka,5.9, (1.9K),1h 44m,"Years after their last heist, Sickan reunites with Vanheden, Harry and Doris to steal a T-Rex skeleton from a museum and sell it for millions. However, an aging detective is determined to catch Jönsson before retiring."
1227. Tahong,5.0, (121),1h 30m,Mira is the daughter of a mussel farmer who needs to fight a reclamation project. She would do everything to save their livelihood even if it means sacrificing her innocence.
1228. Perfect Endings,5.5, (389),1h 40m,"João and Hugo end their 10-year relationship but stay best friends. As they start dating again, uncontrollable emotions arise, contrasting the planned perfection of their breakup."
1229. Time Travel Is Dangerous,4.8, (533),1h 39m,"Best friends Ruth and Megan run a vintage shop in Muswell Hill. Stumbling across a time machine, they embark on trips to the past to stock their shop with no idea of the irreparable damage they're causing to the fabric of the universe."
1230. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.3, (11K),1h 44m,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki."
1232. Kalinga,6.4, (9.7K),1h 56m,"A protagonist encounters terrifying events, uncovering a sinister mystery lurking beneath the surface."
1233. Pacifica.,6.1, (57),1h 23m,"Daniel is on a road trip through the American West with his teenage daughter Artis. They live in a golden bubble: camping and enjoying the landscape. But whenever people approach them, Artis runs od, leaving Daniel anxiously searching for her. As they cross the Great Plains and head into the Rocky Mountains, Artis starts disappearing more and more, slowly turning Daniel's dream bubble into a nightmare. 'Pacifica.' is a film about loss, denial and America's complex relationship with guns."
1234. Vivo o Muerto,5.9, (115),1h 24m,"Amidst the uncertainty caused by the alleged suicide of former president Alan García, journalist Carmen Ríos initiates an intense search aiming to unravel the mystery surrounding the case."
1235. Bagheera,6.7, (8.7K),2h 38m,"When society turns into a jungle, just one predator cries out for justice."
1236. Treasure Trackers,5.6, (225),1h 32m,"A trio of misfit middle schoolers band together to investigate their small town's mythic treasure, only to uncover a Halloween curse."
1237. Face Off 7: One Wish,7.2, (414),2h 18m,"When a 73-year-old widow is forced to depend on the care of her 5 busy adult children after an injury, she begins to question the meaning of family love."
1238. Crackcoon,3.6, (704),1h 28m,"A raccoon ingests a discarded synthetic drug and mutates into a vicious killer. It rampages through a mountain community, threatening campers, tourists, and residents. No one is safe from the monstrous raccoon's violent onslaught."
1239. Maidaan,7.9, (24K),3h 1m,"Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football."
1240. Angels Fallen: Warriors of Peace,3.7, (6.7K),1h 43m,"When an Iraq War veteran receives a calling from a higher power, he embarks on a mission to stop a fallen angel from raising an army of the dead to take over the world."
1241. Boxer,6.5, (1.6K),2h 30m,Eryk Kulm Jr. leaves communist Poland to become a boxer but struggles as an immigrant. He agrees to participate in a rigged fight that alters his life's trajectory.
1242. S.T.A.L.K.E.R.: Shadow of the Zone,4.7, (770),1h 11m,A seasoned Free Stalker tasked with guiding a band of Mercenaries deep into The Zone to investigate a paranormal radio signal. Based on the S.T.A.L.K.E.R. video-game series by G.S.C. Game World.
1243. The Deb,5.1, (192),2h 1m,An original comedy musical about two teenage girls attending a debutante ball in a small rural town.
1244. Wallbanger,5.7, (958),1h 58m,"Caroline, a single interior designer, moves into what seems like the perfect apartment only to be awakened nightly by her neighbor, the 'wallbanger,' sparking an unexpected, tension-filled connection."
1245. Sixty Minutes,5.7, (5.7K),1h 28m,"Desperate not to lose custody, a mixed martial arts fighter makes dangerous enemies when he ditches a matchup to race to his daughter's birthday party."
1246. McVeigh,4.4, (909),1h 30m,Army veteran Timothy McVeigh hatches a deadly plan after the Waco siege. A psychological thriller depicting the deadliest act of domestic terrorism in U.S. history.
1247. When the Light Breaks,6.6, (1.8K),1h 22m,"Una grapples with grief while harboring a secret, unable to fully express her emotions, as she navigates challenging events swirling around her."
1248. Can You Hear Me?,4.8, (113),1h 33m,A World War 1 Romantic Ghost Story
1249. Lola Magdalena,6.0, (12),1h 58m,"A group of elderly prostitutes lives together, confronting their impoverished life day by day, hoping to survive long enough to conquer their personal battles and connect with their estranged families."
1250. Scared to Death,4.3, (164),1h 38m,"Jasper, a young filmmaker, seizes a chance to direct when his crew attends a seance in a haunted children's shelter. Trapped inside, they're haunted by ghostly orphans and a sinister force."
1251. Drinker Sai,8.7, (2.2K),2h 28m,"Heartbroken and spiraling into alcoholism, a jilted lover desperately pursues his former muse, unwilling to accept their relationship's end."
1252. Los Frikis,6.6, (997),1h 51m,"Inspired by true events, Los Frikis is a coming-of-age story set in early 90s Cuba where a group of punk rockers in search of freedom deliberately inject HIV to live at a government-run treatment home so they can create their own utopia."
1253. The Tiger's Apprentice,5.8, (2.5K),1h 24m,"Tom Lee, a Chinese-American boy, after the death of his grandmother, has to be apprenticed to the talking tiger Mr. Hu and learn ancient magic to become the new guardian of an ancient phoenix."
1254. Bogota: City of the Lost,5.4, (2.5K),1h 48m,"Young man moving to Colombia with his family for a better life, but he ends up living from hand to mouth. He later goes against all odds to dominate Bogota's black market."
1255. Turbo,5.9, (4.6K),2h 35m,"Jose, a jeep driver from Idukki gets in trouble and is forced to relocate to Chennai where he gets entangled with Indhu and his best friend, Jerry. A bunch of surprises in the form of Vetrivel and others await Jose in Chennai."
1256. Bhoothaddam Bhaskar Narayana,6.1, (389),2h 21m,"In a small town in southern India, a rash of unsolved murders over the past 18 years has left the region shrouded in mystery. Despite repeated efforts, local police have failed to find any explanation or suspect."
1257. Nutcrackers,5.5, (11K),1h 44m,"In the most unlikely of places, four siblings find a loving shelter in an unexpected turn of circumstances. This endearing comedy-drama draws inspiration from actual events and deftly crafts a gripping story that unites everyone."
1258. Bushido,6.8, (786),2h 9m,"Kakunoshin Yanagida was a samurai, forced to leave the Han due to a false accusation. He then lived in poverty with his daughter Kinu."
1259. Invasion,4.7, (878),1h 31m,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Dutch Corps recruits must figure out what is the right thing to do."
1260. Little Bites,4.7, (1.8K),1h 45m,"In a desperate attempt to protect her ten-year-old daughter, a young widow allows a nightmarish monster to slowly eat her alive."
1261. The Windigo,4.6, (779),1h 25m,"A Native American teen resurrects an ancient demon to protect his family from meth dealers, but finds the creature's bloodlust uncontrollable, forcing the family to break the curse before becoming its next victims."
